subscription_id,customer_id,plan_id,billing_cycle,start_date,end_date,status
S1002,C0964,2,Monthly,2025-07-22,2025-10-22,Churned
S1003,C0965,2,Monthly,2026-06-03,,Active
S1004,C0966,1,Monthly,2025-11-26,2025-12-26,Churned
S1005,C0967,2,Annual,2026-06-28,,Active
S1006,C0968,1,Monthly,2025-05-18,2026-03-18,Upgraded
S1007,C0968,2,Monthly,2026-03-18,2026-04-18,Churned
S1008,C0969,2,Monthly,2025-12-17,2026-05-17,Churned
S1009,C0970,1,Monthly,2025-06-21,2025-07-21,Churned
S1010,C0971,2,Monthly,2025-07-07,2026-03-07,Churned
S1011,C0972,1,Monthly,2025-01-24,2025-11-24,Churned
S1012,C0973,1,Monthly,2025-04-07,2025-07-07,Churned
S1013,C0974,1,Monthly,2026-05-21,,Active
S1014,C0975,3,Annual,2025-08-10,,Active
S1015,C0976,3,Monthly,2026-01-24,2026-04-24,Upgraded
S1016,C0976,4,Monthly,2026-04-24,,Active
S1017,C0977,1,Monthly,2025-11-24,2026-04-24,Churned
S1018,C0978,1,Annual,2025-09-07,,Active
S1019,C0979,1,Monthly,2025-12-20,,Active
S1020,C0980,1,Monthly,2025-05-16,2025-10-16,Churned
S1021,C0981,2,Annual,2026-06-09,,Active
S1022,C0982,2,Monthly,2026-04-18,,Active
S1023,C0983,4,Annual,2026-03-31,,Active
S1024,C0984,3,Monthly,2025-11-01,,Active
S1025,C0985,1,Monthly,2025-04-29,2025-12-29,Upgraded
S1026,C0985,2,Monthly,2025-12-29,2026-02-28,Churned
S1027,C0986,1,Monthly,2026-05-27,,Active
S1028,C0987,1,Monthly,2025-08-17,2025-11-17,Churned
S1029,C0988,1,Monthly,2025-02-18,,Active
S1030,C0989,2,Annual,2025-08-12,,Active
S1031,C0990,1,Annual,2026-03-05,,Active
S1032,C0991,1,Monthly,2026-01-18,2026-02-18,Churned
S1033,C0992,1,Monthly,2026-03-26,,Active
S1034,C0993,2,Monthly,2026-03-08,,Active
S1035,C0994,1,Annual,2025-06-22,2026-06-22,Churned
S1036,C0995,4,Annual,2026-05-24,,Active
S1037,C0996,2,Annual,2025-10-24,,Active
S1038,C0997,1,Monthly,2026-01-11,2026-03-11,Churned
S1039,C0998,2,Monthly,2025-01-13,2025-08-13,Churned
S1040,C0999,2,Annual,2026-06-13,,Active
S1041,C1000,2,Monthly,2025-07-27,2025-11-27,Churned
S1042,C1001,2,Monthly,2025-02-26,2025-04-26,Churned
S1043,C1002,1,Monthly,2025-11-13,,Active
S1044,C1003,1,Monthly,2025-04-30,2025-09-30,Churned
S1045,C1004,1,Monthly,2025-04-18,,Active
S1046,C1005,2,Monthly,2026-01-12,2026-06-12,Churned
S1047,C1006,2,Monthly,2025-09-01,2025-10-01,Churned
S1048,C1007,2,Annual,2026-05-19,,Active
S1049,C1008,4,Monthly,2025-08-20,,Active
S1050,C1009,2,Monthly,2026-02-28,2026-03-28,Churned
S1051,C1010,4,Annual,2025-11-22,,Active
S1052,C1011,2,Annual,2026-01-01,,Active
S1053,C1012,2,Annual,2026-01-18,,Active
S1054,C1013,2,Monthly,2025-11-23,2025-12-23,Churned
S1055,C1014,1,Annual,2026-06-15,,Active
S1056,C1015,1,Annual,2025-08-14,,Active
S1057,C1016,2,Monthly,2025-05-26,2026-04-26,Churned
S1058,C1017,1,Monthly,2026-02-18,2026-04-18,Churned
S1059,C1018,1,Annual,2026-04-21,,Active
S1060,C1019,3,Annual,2025-02-13,,Active
S1061,C1020,2,Monthly,2025-10-09,,Active
S1062,C1021,1,Monthly,2026-05-17,,Active
S1063,C1022,1,Monthly,2026-03-30,,Active
S1064,C1023,4,Monthly,2026-06-19,,Active
S1065,C1024,4,Annual,2025-12-22,,Active
S1066,C1025,2,Monthly,2026-01-04,,Active
S1067,C1026,1,Monthly,2025-08-31,2025-12-31,Upgraded
S1068,C1026,2,Monthly,2025-12-31,2026-01-31,Churned
S1069,C1027,1,Monthly,2026-06-08,,Active
S1070,C1028,1,Monthly,2025-09-30,,Active
S1071,C1029,3,Annual,2026-03-14,,Active
S1072,C1030,2,Annual,2025-09-28,,Active
S1073,C1031,3,Monthly,2025-12-28,,Active
S1074,C1032,1,Annual,2026-02-22,,Active
S1075,C1033,3,Monthly,2025-11-28,2026-02-28,Churned
S1076,C1034,2,Monthly,2026-05-19,,Active
S1077,C1035,2,Annual,2025-10-27,,Active
S1078,C1036,2,Monthly,2026-01-06,2026-03-06,Churned
S1079,C1037,2,Monthly,2025-08-03,2025-09-03,Churned
S1080,C1038,4,Monthly,2025-10-17,,Active
S1081,C1039,2,Annual,2025-10-26,,Active
S1082,C1040,4,Annual,2025-04-23,,Active
S1083,C1041,2,Annual,2025-03-17,2026-03-17,Churned
S1084,C1042,1,Monthly,2026-01-17,2026-05-17,Churned
S1085,C1043,1,Monthly,2026-01-19,2026-04-19,Churned
S1086,C1044,1,Monthly,2026-01-27,,Active
S1087,C1045,3,Annual,2025-01-27,2026-01-27,Churned
S1088,C1046,1,Monthly,2025-08-04,2025-09-04,Churned
S1089,C1047,1,Annual,2025-05-19,,Active
S1090,C1048,1,Monthly,2026-03-12,,Active
S1091,C1049,3,Monthly,2026-04-24,,Active
S1092,C1050,4,Monthly,2025-06-16,,Active
S1093,C1051,3,Annual,2026-01-31,,Active
S1094,C1052,1,Monthly,2025-04-13,,Active
S1095,C1053,2,Monthly,2025-07-22,2026-05-22,Churned
S1096,C1054,1,Annual,2025-04-04,,Active
S1097,C1055,4,Annual,2025-07-29,,Active
S1098,C1056,1,Monthly,2026-02-05,2026-04-05,Upgraded
S1099,C1056,2,Monthly,2026-04-05,,Active
S1100,C1057,4,Annual,2026-05-12,,Active
S1101,C1058,3,Monthly,2025-05-26,,Active
S1102,C1059,3,Annual,2025-12-30,,Active
S1103,C1060,3,Annual,2026-02-14,,Active
S1104,C1061,1,Monthly,2026-06-15,,Active
S1105,C1062,1,Monthly,2026-01-02,,Active
S1106,C1063,2,Annual,2025-07-31,,Active
S1107,C1064,1,Annual,2026-01-01,,Active
S1108,C1065,3,Monthly,2025-08-01,,Active
S1109,C1066,2,Monthly,2026-06-15,,Active
S1110,C1067,4,Annual,2025-09-01,,Active
S1111,C1068,3,Annual,2026-02-05,,Active
S1112,C1069,1,Monthly,2025-01-20,2025-02-20,Churned
S1113,C1070,1,Annual,2025-09-22,,Active
S1114,C1071,2,Annual,2026-05-10,,Active
S1115,C1072,1,Monthly,2026-01-25,2026-03-25,Upgraded
S1116,C1072,2,Monthly,2026-03-25,,Active
S1117,C1073,3,Annual,2025-10-19,,Active
S1118,C1074,3,Monthly,2026-06-07,,Active
S1119,C1075,3,Annual,2026-04-22,,Active
S1120,C1076,2,Monthly,2025-08-19,2025-09-19,Churned
S1121,C1077,3,Annual,2025-12-26,,Active
S1122,C1078,2,Annual,2025-11-05,,Active
S1123,C1079,4,Monthly,2026-01-08,,Active
S1124,C1080,3,Monthly,2025-08-10,2025-11-10,Churned
S1125,C1081,3,Annual,2025-06-11,,Active
S1126,C1082,1,Annual,2026-05-28,,Active
S1127,C1083,3,Monthly,2026-05-23,,Active
S1128,C1084,1,Monthly,2026-04-17,,Active
S1129,C1085,2,Monthly,2026-06-17,,Active
S1130,C1086,2,Monthly,2026-03-28,,Active
S1131,C1087,1,Annual,2026-03-14,,Active
S1132,C1088,1,Monthly,2026-03-07,,Active
S1133,C1089,1,Annual,2025-11-05,,Active
S1134,C1090,3,Annual,2025-10-11,,Active
S1135,C1091,2,Monthly,2025-06-20,2026-04-20,Upgraded
S1136,C1091,3,Monthly,2026-04-20,,Active
S1137,C1092,4,Annual,2026-01-15,,Active
S1138,C1093,3,Annual,2025-07-14,,Active
S1139,C1094,2,Annual,2025-07-15,,Active
S1140,C1095,3,Monthly,2026-01-31,2026-02-28,Churned
S1141,C1096,2,Monthly,2025-10-31,,Active
S1142,C1097,1,Monthly,2025-06-05,,Active
S1143,C1098,4,Annual,2026-04-04,,Active
S1144,C1099,4,Annual,2026-04-08,,Active
S1145,C1100,1,Monthly,2025-05-27,,Active
S1146,C1101,3,Monthly,2025-01-15,,Active
S1147,C1102,1,Monthly,2025-08-27,2025-11-27,Churned
S1148,C1103,4,Annual,2026-04-20,,Active
S1149,C1104,2,Annual,2026-04-17,,Active
S1150,C1105,1,Monthly,2025-04-09,,Active
S1151,C1106,3,Monthly,2026-03-11,,Active
S1152,C1107,2,Monthly,2025-03-05,2025-05-05,Churned
S1153,C1108,1,Monthly,2025-09-16,,Active
S1154,C1109,3,Annual,2026-06-09,,Active
S1155,C1110,3,Annual,2025-05-10,,Active
S1156,C1111,2,Monthly,2025-04-02,2025-05-02,Churned
S1157,C1112,3,Annual,2025-10-25,,Active
S1158,C1113,1,Monthly,2026-01-30,,Active
S1159,C1114,1,Monthly,2026-06-15,,Active
S1160,C1115,2,Annual,2026-06-17,,Active
S1161,C1116,1,Monthly,2025-02-26,2026-04-26,Churned
S1162,C1117,2,Monthly,2025-04-16,2025-06-16,Upgraded
S1163,C1117,3,Monthly,2025-06-16,,Active
S1164,C1118,4,Annual,2026-03-20,,Active
S1165,C1119,3,Annual,2025-07-14,,Active
S1166,C1120,2,Annual,2026-05-16,,Active
S1167,C1121,2,Annual,2026-01-17,,Active
S1168,C1122,4,Monthly,2025-03-23,,Active
S1169,C1123,3,Monthly,2026-04-19,,Active
S1170,C1124,1,Monthly,2025-05-16,2025-07-16,Churned
S1171,C1125,2,Monthly,2025-10-03,2025-12-03,Churned
S1172,C1126,1,Annual,2025-12-29,,Active
S1173,C1127,1,Annual,2025-11-27,,Active
S1174,C1128,1,Monthly,2026-02-06,,Active
S1175,C1129,2,Monthly,2026-01-10,2026-03-10,Upgraded
S1176,C1129,3,Monthly,2026-03-10,,Active
S1177,C1130,3,Monthly,2026-06-30,,Active
S1178,C1131,4,Annual,2026-06-10,,Active
S1179,C1132,2,Monthly,2025-12-26,2026-05-26,Upgraded
S1180,C1132,3,Monthly,2026-05-26,,Active
S1181,C1133,2,Annual,2025-03-25,2026-03-25,Churned
S1182,C1134,1,Monthly,2026-02-25,,Active
S1183,C1135,1,Monthly,2026-06-01,,Active
S1184,C1136,1,Monthly,2025-08-15,2025-10-15,Churned
S1185,C1137,4,Monthly,2025-11-17,2026-04-17,Churned
S1186,C1138,1,Monthly,2025-10-26,2026-02-26,Upgraded
S1187,C1138,2,Monthly,2026-02-26,2026-03-26,Churned
S1188,C1139,3,Monthly,2025-02-07,2025-03-07,Churned
S1189,C1140,1,Monthly,2026-02-09,,Active
S1190,C1141,2,Monthly,2025-09-06,,Active
S1191,C1142,3,Annual,2026-03-24,,Active
S1192,C1143,4,Monthly,2026-04-30,,Active
S1193,C1144,1,Monthly,2026-04-05,,Active
S1194,C1145,4,Annual,2025-10-08,,Active
S1195,C1146,1,Monthly,2025-08-10,2026-03-10,Churned
S1196,C1147,3,Annual,2026-03-28,,Active
S1197,C1148,1,Monthly,2026-04-14,,Active
S1198,C1149,2,Monthly,2025-11-09,2026-02-09,Upgraded
S1199,C1149,3,Monthly,2026-02-09,2026-03-09,Churned
S1200,C1150,3,Annual,2026-05-10,,Active
S1201,C1151,3,Annual,2025-04-18,,Active
S1202,C1152,3,Annual,2026-05-12,,Active
S1203,C1153,1,Monthly,2025-03-05,2025-08-05,Upgraded
S1204,C1153,2,Monthly,2025-08-05,2026-03-05,Churned
S1205,C1154,3,Annual,2025-04-25,,Active
S1206,C1155,1,Monthly,2025-12-14,,Active
S1207,C1156,1,Annual,2025-02-08,,Active
S1208,C1157,1,Annual,2025-02-21,2026-02-21,Churned
S1209,C1158,1,Annual,2025-01-24,,Active
S1210,C1159,1,Annual,2025-10-05,,Active
S1211,C1160,2,Monthly,2026-03-03,,Active
S1212,C1161,1,Monthly,2025-01-02,2025-05-02,Churned
S1213,C1162,2,Monthly,2026-01-24,,Active
S1214,C1163,1,Monthly,2026-04-19,,Active
S1215,C1164,3,Annual,2025-05-25,,Active
S1216,C1165,1,Monthly,2025-04-19,2025-08-19,Upgraded
S1217,C1165,2,Monthly,2025-08-19,2026-02-19,Churned
S1218,C1166,1,Monthly,2026-04-13,,Active
S1219,C1167,2,Monthly,2026-04-18,,Active
S1220,C1168,4,Annual,2025-12-23,,Active
S1221,C1169,4,Annual,2026-04-12,,Active
S1222,C1170,1,Monthly,2025-03-29,2025-04-29,Churned
S1223,C1171,4,Annual,2025-09-27,,Active
S1224,C1172,2,Monthly,2026-03-25,2026-06-25,Churned
S1225,C1173,4,Annual,2025-07-31,,Active
S1226,C1174,1,Monthly,2026-03-13,2026-04-13,Churned
S1227,C1175,1,Annual,2025-11-04,,Active
S1228,C1176,1,Monthly,2026-03-16,,Active
S1229,C1177,3,Monthly,2025-11-23,,Active
S1230,C1178,1,Annual,2025-09-24,,Active
S1231,C1179,1,Monthly,2025-06-12,,Active
S1232,C1180,2,Monthly,2025-06-09,2025-07-09,Churned
S1233,C1181,4,Annual,2026-03-14,,Active
S1234,C1182,2,Annual,2025-04-25,,Active
S1235,C1183,3,Annual,2025-03-02,2026-03-02,Churned
S1236,C1184,1,Monthly,2025-05-11,2025-11-11,Churned
S1237,C1185,4,Monthly,2025-05-08,2025-06-08,Churned
S1238,C1186,1,Monthly,2026-04-25,,Active
S1239,C1187,1,Annual,2025-09-15,,Active
S1240,C1188,2,Monthly,2026-06-03,,Active
S1241,C1189,1,Monthly,2025-04-08,2025-06-08,Churned
S1242,C1190,2,Annual,2026-01-02,,Active
S1243,C1191,2,Annual,2025-10-15,,Active
S1244,C1192,1,Annual,2025-09-30,,Active
S1245,C1193,1,Annual,2026-05-18,,Active
S1246,C1194,1,Monthly,2026-06-27,,Active
S1247,C1195,1,Monthly,2026-05-24,,Active
S1248,C1196,4,Annual,2025-05-28,,Active
S1249,C1197,2,Annual,2025-06-10,,Active
S1250,C1198,1,Monthly,2026-01-30,2026-04-30,Churned
S1251,C1199,1,Annual,2025-07-08,,Active
S1252,C1200,3,Annual,2026-03-14,,Active
S1253,C1201,3,Annual,2026-01-22,,Active
S1254,C1202,4,Monthly,2025-12-09,,Active
S1255,C1203,1,Monthly,2026-04-08,,Active
S1256,C1204,2,Monthly,2026-02-04,2026-03-04,Churned
S1257,C1205,1,Monthly,2025-01-01,2025-02-01,Churned
S1258,C1206,3,Annual,2025-02-15,,Active
S1259,C1207,2,Monthly,2026-01-31,,Active
S1260,C1208,3,Monthly,2025-11-07,2026-02-07,Churned
S1261,C1209,1,Monthly,2025-07-14,,Active
S1262,C1210,3,Monthly,2025-10-30,,Active
S1263,C1211,1,Annual,2026-03-24,,Active
S1264,C1212,3,Monthly,2026-04-01,,Active
S1265,C1213,1,Monthly,2025-12-16,,Active
S1266,C1214,3,Annual,2025-09-05,,Active
S1267,C1215,1,Annual,2025-07-08,,Active
S1268,C1216,2,Annual,2025-12-08,,Active
S1269,C1217,3,Monthly,2025-08-19,2025-10-19,Churned
S1270,C1218,2,Monthly,2026-01-07,,Active
S1271,C1219,1,Annual,2026-02-08,,Active
S1272,C1220,1,Annual,2025-02-07,,Active
S1273,C1221,1,Monthly,2025-01-12,2025-05-12,Churned
S1274,C1222,2,Monthly,2025-06-20,2025-09-20,Upgraded
S1275,C1222,3,Monthly,2025-09-20,,Active
S1276,C1223,1,Monthly,2026-05-13,,Active
S1277,C1224,1,Annual,2026-01-11,,Active
S1278,C1225,1,Monthly,2025-05-17,2025-10-17,Churned
S1279,C1226,1,Monthly,2026-05-20,,Active
S1280,C1227,1,Monthly,2025-11-01,2026-01-01,Churned
S1281,C1228,3,Monthly,2025-11-27,,Active
S1282,C1229,1,Monthly,2026-06-28,,Active
S1283,C1230,4,Annual,2025-02-17,,Active
S1284,C1231,3,Monthly,2025-06-18,2025-08-18,Churned
S1285,C1232,2,Monthly,2026-01-22,2026-02-22,Churned
S1286,C1233,3,Monthly,2025-05-14,2025-07-14,Churned
S1287,C1234,2,Monthly,2026-02-11,,Active
S1288,C1235,2,Annual,2025-06-11,,Active
S1289,C1236,1,Monthly,2025-03-05,,Active
S1290,C1237,2,Monthly,2025-06-26,2025-07-26,Churned
S1291,C1238,1,Annual,2025-10-10,,Active
S1292,C1239,2,Monthly,2025-05-09,2025-09-09,Churned
S1293,C1240,1,Monthly,2025-04-29,2025-05-29,Churned
S1294,C1241,2,Monthly,2026-04-16,,Active
S1295,C1242,2,Monthly,2025-08-20,2026-01-20,Churned
S1296,C1243,1,Annual,2025-09-08,,Active
S1297,C1244,1,Monthly,2025-02-08,,Active
S1298,C1245,3,Annual,2025-09-22,,Active
S1299,C1246,1,Monthly,2025-07-14,2025-08-14,Churned
S1300,C1247,1,Monthly,2026-01-05,,Active
S1301,C1248,1,Monthly,2025-06-26,2025-07-26,Churned
S1302,C1249,4,Annual,2026-05-13,,Active
S1303,C1250,3,Monthly,2026-05-21,,Active
S1304,C1251,2,Monthly,2025-03-11,2025-05-11,Churned
S1305,C1252,3,Monthly,2025-03-18,,Active
S1306,C1253,2,Monthly,2025-03-25,,Active
S1307,C1254,3,Annual,2026-01-28,,Active
S1308,C1255,2,Annual,2025-04-07,,Active
S1309,C1256,3,Annual,2026-04-21,,Active
S1310,C1257,2,Annual,2026-03-29,,Active
S1311,C1258,1,Annual,2026-04-20,,Active
S1312,C1259,1,Monthly,2025-12-05,,Active
S1313,C1260,1,Monthly,2026-06-06,,Active
S1314,C1261,2,Annual,2025-02-06,,Active
S1315,C1262,4,Annual,2025-09-04,,Active
S1316,C1263,3,Monthly,2025-08-24,2026-05-24,Upgraded
S1317,C1263,4,Monthly,2026-05-24,,Active
S1318,C1264,3,Monthly,2026-06-29,,Active
S1319,C1265,2,Monthly,2026-01-17,,Active
S1320,C1266,4,Monthly,2026-04-18,,Active
S1321,C1267,3,Monthly,2025-05-24,2025-08-24,Churned
S1322,C1268,1,Monthly,2026-06-13,,Active
S1323,C1269,2,Monthly,2025-11-15,,Active
S1324,C1270,2,Monthly,2025-11-18,,Active
S1325,C1271,1,Monthly,2026-06-10,,Active
S1326,C1272,1,Monthly,2025-09-02,2026-01-02,Upgraded
S1327,C1272,2,Monthly,2026-01-02,2026-04-02,Churned
S1328,C1273,1,Monthly,2025-09-18,,Active
S1329,C1274,1,Monthly,2026-01-26,,Active
S1330,C1275,1,Annual,2025-04-03,,Active
S1331,C1276,4,Monthly,2025-08-07,,Active
S1332,C1277,1,Monthly,2025-05-09,2025-12-09,Upgraded
S1333,C1277,2,Monthly,2025-12-09,,Active
S1334,C1278,3,Monthly,2025-03-25,2025-11-25,Upgraded
S1335,C1278,4,Monthly,2025-11-25,,Active
S1336,C1279,1,Monthly,2026-05-16,,Active
S1337,C1280,4,Monthly,2026-01-17,,Active
S1338,C1281,3,Monthly,2025-09-20,2026-01-20,Churned
S1339,C1282,4,Monthly,2025-10-09,,Active
S1340,C1283,2,Annual,2025-10-23,,Active
S1341,C1284,2,Annual,2026-01-01,,Active
S1342,C1285,1,Monthly,2026-05-04,,Active
S1343,C1286,2,Monthly,2026-06-25,,Active
S1344,C1287,3,Monthly,2025-09-20,,Active
S1345,C1288,1,Monthly,2025-08-06,2026-05-06,Churned
S1346,C1289,1,Annual,2025-10-14,,Active
S1347,C1290,3,Monthly,2026-01-02,,Active
S1348,C1291,1,Monthly,2025-11-21,,Active
S1349,C1292,3,Monthly,2026-01-24,2026-04-24,Upgraded
S1350,C1292,4,Monthly,2026-04-24,2026-05-24,Churned
S1351,C1293,1,Monthly,2025-12-09,,Active
S1352,C1294,1,Monthly,2025-08-11,,Active
S1353,C1295,1,Monthly,2025-08-08,2025-09-08,Churned
S1354,C1296,2,Monthly,2025-09-12,2026-04-12,Upgraded
S1355,C1296,3,Monthly,2026-04-12,2026-06-12,Churned
S1356,C1297,3,Annual,2025-03-09,,Active
S1357,C1298,3,Annual,2025-05-08,,Active
S1358,C1299,1,Annual,2026-02-13,,Active
S1359,C1300,1,Monthly,2025-09-26,2026-02-26,Churned
S1360,C1301,3,Monthly,2025-06-23,2025-07-23,Churned
S1361,C1302,1,Monthly,2026-01-10,,Active
S1362,C1303,1,Monthly,2026-03-30,2026-04-30,Churned
S1363,C1304,2,Annual,2025-07-07,,Active
S1364,C1305,3,Annual,2026-04-28,,Active
S1365,C1306,1,Monthly,2026-05-10,,Active
S1366,C1307,1,Monthly,2026-01-17,,Active
S1367,C1308,4,Monthly,2026-02-06,,Active
S1368,C1309,4,Monthly,2025-02-22,,Active
S1369,C1310,2,Monthly,2026-06-10,,Active
S1370,C1311,3,Monthly,2025-09-27,2025-12-27,Churned
S1371,C1312,4,Annual,2026-05-03,,Active
S1372,C1313,2,Annual,2026-01-16,,Active
S1373,C1314,3,Annual,2025-01-05,,Active
S1374,C1315,2,Monthly,2025-02-25,2025-09-25,Upgraded
S1375,C1315,3,Monthly,2025-09-25,2025-11-25,Churned
S1376,C1316,1,Monthly,2026-02-12,,Active
S1377,C1317,3,Annual,2026-01-21,,Active
S1378,C1318,3,Annual,2025-01-28,,Active
S1379,C1319,1,Monthly,2026-03-17,2026-05-17,Churned
S1380,C1320,2,Annual,2026-04-02,,Active
S1381,C1321,3,Monthly,2025-11-07,2025-12-07,Churned
S1382,C1322,1,Monthly,2025-11-07,,Active
S1383,C1323,3,Monthly,2025-01-29,,Active
S1384,C1324,1,Annual,2026-03-29,,Active
S1385,C1325,2,Monthly,2025-08-15,2026-05-15,Churned
S1386,C1326,4,Monthly,2026-05-28,,Active
S1387,C1327,3,Annual,2025-09-08,,Active
S1388,C1328,3,Monthly,2026-01-22,,Active
S1389,C1329,3,Annual,2025-07-13,,Active
S1390,C1330,2,Monthly,2025-05-08,2025-08-08,Churned
S1391,C1331,2,Monthly,2026-03-08,,Active
S1392,C1332,1,Monthly,2025-11-13,2026-03-13,Churned
S1393,C1333,2,Monthly,2025-12-11,2026-01-11,Churned
S1394,C1334,2,Monthly,2026-06-07,,Active
S1395,C1335,2,Monthly,2026-06-11,,Active
S1396,C1336,2,Monthly,2026-04-04,,Active
S1397,C1337,1,Annual,2025-05-31,,Active
S1398,C1338,1,Monthly,2026-01-12,,Active
S1399,C1339,1,Monthly,2026-05-04,,Active
S1400,C1340,2,Monthly,2025-09-18,,Active
S1401,C1341,1,Monthly,2025-03-28,2025-07-28,Churned
S1402,C1342,4,Annual,2026-04-11,,Active
S1403,C1343,1,Annual,2025-11-26,,Active
S1404,C1344,3,Annual,2026-01-19,,Active
S1405,C1345,1,Monthly,2026-06-23,,Active
S1406,C1346,3,Annual,2026-01-10,,Active
S1407,C1347,3,Annual,2025-10-02,,Active
S1408,C1348,4,Monthly,2025-09-11,,Active
S1409,C1349,3,Annual,2025-10-29,,Active
S1410,C1350,3,Monthly,2025-04-24,,Active
S1411,C1351,1,Annual,2026-03-25,,Active
S1412,C1352,2,Annual,2026-04-27,,Active
S1413,C1353,1,Monthly,2025-07-12,,Active
S1414,C1354,4,Annual,2025-08-10,,Active
S1415,C1355,3,Annual,2026-05-29,,Active
S1416,C1356,1,Monthly,2025-01-18,2025-09-18,Churned
S1417,C1357,2,Annual,2025-12-10,,Active
S1418,C1358,1,Monthly,2025-11-09,2026-02-09,Upgraded
S1419,C1358,2,Monthly,2026-02-09,,Active
S1420,C1359,2,Monthly,2026-02-25,,Active
S1421,C1360,2,Annual,2025-05-02,,Active
S1422,C1361,2,Monthly,2026-02-02,,Active
S1423,C1362,3,Annual,2025-09-23,,Active
S1424,C1363,1,Annual,2026-01-01,,Active
S1425,C1364,3,Annual,2025-02-05,,Active
S1426,C1365,3,Annual,2025-11-30,,Active
S1427,C1366,1,Monthly,2025-12-14,,Active
S1428,C1367,2,Monthly,2025-06-22,2025-07-22,Churned
S1429,C1368,1,Monthly,2025-04-15,,Active
S1430,C1369,2,Monthly,2025-05-03,2025-08-03,Churned
S1431,C1370,4,Monthly,2025-08-06,,Active
S1432,C1371,1,Monthly,2025-03-24,2025-05-24,Churned
S1433,C1372,1,Annual,2026-06-03,,Active
S1434,C1373,2,Annual,2025-10-19,,Active
S1435,C1374,1,Annual,2026-04-11,,Active
S1436,C1375,1,Annual,2026-06-12,,Active
S1437,C1376,2,Monthly,2025-03-30,2025-06-30,Churned
S1438,C1377,2,Annual,2026-01-19,,Active
S1439,C1378,3,Monthly,2026-05-20,,Active
S1440,C1379,2,Monthly,2026-01-11,2026-05-11,Churned
S1441,C1380,2,Annual,2025-10-12,,Active
S1442,C1381,2,Monthly,2025-10-22,,Active
S1443,C1382,1,Monthly,2025-01-02,2025-06-02,Churned
S1444,C1383,2,Annual,2025-12-08,,Active
S1445,C1384,3,Annual,2026-06-19,,Active
S1446,C1385,4,Monthly,2026-06-19,,Active
S1447,C1386,1,Monthly,2025-02-03,2025-08-03,Churned
S1448,C1387,2,Monthly,2026-02-23,2026-03-23,Churned
S1449,C1388,2,Monthly,2025-08-17,2026-02-17,Churned
S1450,C1389,1,Monthly,2026-05-08,,Active
S1451,C1390,3,Monthly,2025-02-22,2025-06-22,Churned
S1452,C1391,1,Monthly,2026-06-30,,Active
S1453,C1392,3,Monthly,2026-04-13,,Active
S1454,C1393,2,Annual,2025-04-09,,Active
S1455,C1394,1,Monthly,2025-02-09,,Active
S1456,C1395,3,Annual,2026-04-18,,Active
S1457,C1396,1,Monthly,2025-04-02,2025-05-02,Churned
S1458,C1397,3,Annual,2025-12-15,,Active
S1459,C1398,3,Monthly,2026-05-01,,Active
S1460,C1399,2,Monthly,2026-01-02,,Active
S1461,C1400,1,Monthly,2025-09-13,,Active
S1462,C1401,2,Monthly,2025-10-24,2026-04-24,Churned
S1463,C1402,2,Monthly,2025-02-25,2025-03-25,Churned
S1464,C1403,2,Monthly,2026-06-03,,Active
S1465,C1404,2,Monthly,2025-08-08,2025-09-08,Churned
S1466,C1405,2,Monthly,2025-05-14,,Active
S1467,C1406,3,Annual,2025-07-18,,Active
S1468,C1407,3,Monthly,2026-06-30,,Active
S1469,C1408,3,Monthly,2025-03-22,2025-10-22,Churned
S1470,C1409,1,Monthly,2026-05-17,,Active
S1471,C1410,2,Monthly,2026-02-02,2026-03-02,Churned
S1472,C1411,2,Monthly,2026-04-03,,Active
S1473,C1412,3,Monthly,2026-06-05,,Active
S1474,C1413,3,Monthly,2026-04-20,,Active
S1475,C1414,3,Monthly,2026-06-10,,Active
S1476,C1415,1,Monthly,2025-04-08,,Active
S1477,C1416,3,Monthly,2026-04-21,2026-05-21,Churned
S1478,C1417,3,Monthly,2025-12-26,,Active
S1479,C1418,1,Monthly,2025-12-14,2026-01-14,Churned
S1480,C1419,1,Monthly,2026-05-28,,Active
S1481,C1420,1,Monthly,2026-06-23,,Active
S1482,C1421,2,Annual,2026-02-21,,Active
S1483,C1422,2,Monthly,2025-11-27,,Active
S1484,C1423,1,Monthly,2025-10-06,2026-04-06,Churned
S1485,C1424,2,Monthly,2025-09-23,2025-10-23,Churned
S1486,C1425,3,Annual,2025-09-29,,Active
S1487,C1426,3,Annual,2025-09-30,,Active
S1488,C1427,3,Monthly,2025-03-18,,Active
S1489,C1428,4,Annual,2025-03-24,2026-03-24,Churned
S1490,C1429,2,Annual,2026-03-28,,Active
S1491,C1430,3,Annual,2025-10-27,,Active
S1492,C1431,2,Monthly,2026-06-27,,Active
S1493,C1432,3,Annual,2026-01-26,,Active
S1494,C1433,4,Annual,2025-01-12,,Active
S1495,C1434,3,Monthly,2025-04-22,,Active
S1496,C1435,2,Monthly,2025-06-13,2025-08-13,Churned
S1497,C1436,1,Monthly,2026-06-25,,Active
S1498,C1437,1,Annual,2025-06-25,,Active
S1499,C1438,1,Monthly,2025-12-29,2026-01-29,Churned
S1500,C1439,1,Annual,2026-06-18,,Active
S1501,C1440,2,Monthly,2026-06-15,,Active
S1502,C1441,1,Annual,2025-06-05,2026-06-05,Churned
S1503,C1442,4,Annual,2025-02-18,,Active
